Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-visionprescriptions,3,8,0
Cross.list-simple-visionprescriptions-json,3,27,0
Cross.list-simple-visionprescriptions-xml,3,45,0
Cross.list-slots,3,2,0
Cross.list-slots-json,3,26,0
Cross.list-slots-xml,3,51,0
Cross.list-specimen,3,2,0
Cross.list-specimen-json,3,18,0
Cross.list-specimen-xml,3,37,0
Cross.list-specimendefinitions,3,1,0
Cross.list-specimendefinitions-json,3,28,0
Cross.list-specimendefinitions-xml,3,57,0
Cross.list-structuredefinitions,3,3,2166
Cross.list-structuredefinitions-json,3,22,2241
Cross.list-structuredefinitions-xml,3,38,2226
Cross.list-structuremaps,3,0,0
Cross.list-structuremaps-json,3,25,0
Cross.list-structuremaps-xml,3,51,0
Cross.list-subscriptions,3,1,0
Cross.list-subscriptions-json,3,28,0
Cross.list-subscriptions-xml,3,59,0
Cross.list-subscriptiontopics,3,1,0
Cross.list-subscriptiontopics-json,3,34,0
Cross.list-subscriptiontopics-xml,3,64,0
Cross.list-substancenucleicacids,3,0,0
Cross.list-substancenucleicacids-json,3,17,0
Cross.list-substancenucleicacids-xml,3,36,0
Cross.list-substancepolymers,3,0,0
Cross.list-substancepolymers-json,3,34,0
Cross.list-substancepolymers-xml,3,71,0
Cross.list-substanceproteins,3,0,0
Cross.list-substanceproteins-json,3,25,0
Cross.list-substanceproteins-xml,3,48,0
Cross.list-substancereferenceinformations,3,1,0
Cross.list-substancereferenceinformations-json,3,28,0
Cross.list-substancereferenceinformations-xml,3,52,0
Cross.list-substances,3,1,0
Cross.list-substances-json,3,29,0
Cross.list-substances-xml,3,50,0
Cross.list-substancesourcematerials,3,0,0
Cross.list-substancesourcematerials-json,3,28,0
Cross.list-substancesourcematerials-xml,3,51,0
Cross.list-substancespecifications,3,1,0
Cross.list-substancespecifications-json,3,18,0
Cross.list-substancespecifications-xml,3,36,0
Cross.list-supplydeliveries,3,1,0
Cross.list-supplydeliveries-json,3,25,0
Cross.list-supplydeliveries-xml,3,50,0
Cross.list-supplyrequests,3,0,0
Cross.list-supplyrequests-json,3,21,0
Cross.list-supplyrequests-xml,3,47,0
Cross.list-tasks,3,1,0
Cross.list-tasks-json,3,20,0
Cross.list-tasks-xml,3,38,0
Cross.list-terminologycapabilities,3,2,0
Cross.list-terminologycapabilities-json,3,22,0
Cross.list-terminologycapabilities-xml,3,48,0
Cross.list-testplans,3,0,0
Cross.list-testplans-json,3,19,0
Cross.list-testplans-xml,3,37,0
Cross.list-testreports,3,0,0
Cross.list-testreports-json,3,29,0
Cross.list-testreports-xml,3,59,0
Cross.list-testscripts,3,1,0
Cross.list-testscripts-json,3,40,0
Cross.list-testscripts-xml,3,69,0
Cross.list-valuesets,3,2,723
Cross.list-valuesets-json,3,21,753
Cross.list-valuesets-xml,3,43,747
Cross.list-verificationresults,3,1,0
Cross.list-verificationresults-json,3,23,0
Cross.list-verificationresults-xml,3,49,0
Cross.list-visionprescriptions,3,0,0
Cross.list-visionprescriptions-json,3,21,0
Cross.list-visionprescriptions-xml,3,39,0
Cross.maps,636,36,131208
Cross.new-extensions,3,1488,0
Cross.obligation-summary,3,0,225
Cross.related-igs-list,3,0,33
Cross.related-igs-table,3,0,0
Cross.summary-extensions,3,1,1005
Cross.summary-observations,3,1380,3660
Cross.table-accounts,3,26,0
Cross.table-accounts-json,3,62,0
Cross.table-accounts-xml,3,102,0
Cross.table-activitydefinitions,3,14,0
Cross.table-activitydefinitions-json,3,34,0
Cross.table-activitydefinitions-xml,3,61,0
Cross.table-actordefinitions,3,23,324
Cross.table-actordefinitions-json,3,49,339
Cross.table-actordefinitions-xml,3,78,336
Cross.table-adverseevents,3,21,0
Cross.table-adverseevents-json,3,47,0
Cross.table-adverseevents-xml,3,78,0
Cross.table-allergyintolerances,3,10,0
Cross.table-allergyintolerances-json,3,24,0
Cross.table-allergyintolerances-xml,3,38,0
Cross.table-appointmentresponses,3,17,0
Cross.table-appointmentresponses-json,3,46,0
Cross.table-appointmentresponses-xml,3,73,0
Cross.table-appointments,3,24,0
Cross.table-appointments-json,3,61,0
Cross.table-appointments-xml,3,101,0
Cross.table-auditevents,3,22,0
Cross.table-auditevents-json,3,52,0
Cross.table-auditevents-xml,3,82,0
Cross.table-basics,3,22,0
Cross.table-basics-json,3,53,0
Cross.table-basics-xml,3,82,0
Cross.table-binaries,3,19,1092
Cross.table-binaries-json,3,54,1137
Cross.table-binaries-xml,3,90,1128
Cross.table-biologicallyderivedproducts,3,13,0
Cross.table-biologicallyderivedproducts-json,3,29,0
Cross.table-biologicallyderivedproducts-xml,3,42,0
Cross.table-bodystructures,3,19,0
Cross.table-bodystructures-json,3,47,0
Cross.table-bodystructures-xml,3,76,0
Cross.table-bundles,3,20,309
Cross.table-bundles-json,3,56,324
Cross.table-bundles-xml,3,90,321
Cross.table-byid-accounts,3,23,0
Cross.table-byid-accounts-json,3,57,0
Cross.table-byid-accounts-xml,3,94,0
Cross.table-byid-activitydefinitions,3,20,0
Cross.table-byid-activitydefinitions-json,3,47,0
Cross.table-byid-activitydefinitions-xml,3,77,0
Cross.table-byid-actordefinitions,3,27,324
Cross.table-byid-actordefinitions-json,3,62,339
Cross.table-byid-actordefinitions-xml,3,99,336
Cross.table-byid-adverseevents,3,22,0
Cross.table-byid-adverseevents-json,3,55,0
Cross.table-byid-adverseevents-xml,3,85,0
Cross.table-byid-allergyintolerances,3,13,0
Cross.table-byid-allergyintolerances-json,3,28,0
Cross.table-byid-allergyintolerances-xml,3,44,0
Cross.table-byid-appointmentresponses,3,15,0
Cross.table-byid-appointmentresponses-json,3,39,0
Cross.table-byid-appointmentresponses-xml,3,67,0
Cross.table-byid-appointments,3,21,0
Cross.table-byid-appointments-json,3,63,0
Cross.table-byid-appointments-xml,3,102,0
Cross.table-byid-auditevents,3,16,0
Cross.table-byid-auditevents-json,3,52,0
Cross.table-byid-auditevents-xml,3,82,0
Cross.table-byid-basics,3,25,0
Cross.table-byid-basics-json,3,57,0
Cross.table-byid-basics-xml,3,87,0
Cross.table-byid-binaries,3,28,1092
Cross.table-byid-binaries-json,3,60,1137
Cross.table-byid-binaries-xml,3,93,1128
Cross.table-byid-biologicallyderivedproducts,3,10,0
Cross.table-byid-biologicallyderivedproducts-json,3,28,0
Cross.table-byid-biologicallyderivedproducts-xml,3,45,0
Cross.table-byid-bodystructures,3,17,0
Cross.table-byid-bodystructures-json,3,46,0
Cross.table-byid-bodystructures-xml,3,72,0
Cross.table-byid-bundles,3,21,309
Cross.table-byid-bundles-json,3,46,324
Cross.table-byid-bundles-xml,3,78,321
Cross.table-byid-capabilitystatements,3,24,0
Cross.table-byid-capabilitystatements-json,3,57,0
Cross.table-byid-capabilitystatements-xml,3,88,0
Cross.table-byid-careplans,3,8,0
Cross.table-byid-careplans-json,3,21,0
Cross.table-byid-careplans-xml,3,34,0
Cross.table-byid-careteams,3,20,0
Cross.table-byid-careteams-json,3,50,0
Cross.table-byid-careteams-xml,3,80,0
Cross.table-byid-catalogentries,3,18,0
Cross.table-byid-catalogentries-json,3,44,0
Cross.table-byid-catalogentries-xml,3,66,0
Cross.table-byid-chargeitemdefinitions,3,12,0
Cross.table-byid-chargeitemdefinitions-json,3,29,0
Cross.table-byid-chargeitemdefinitions-xml,3,50,0
Cross.table-byid-chargeitems,3,17,0
Cross.table-byid-chargeitems-json,3,46,0
Cross.table-byid-chargeitems-xml,3,67,0
Cross.table-byid-claimresponses,3,18,0
Cross.table-byid-claimresponses-json,3,42,0
Cross.table-byid-claimresponses-xml,3,69,0
Cross.table-byid-claims,3,18,0
Cross.table-byid-claims-json,3,48,0
Cross.table-byid-claims-xml,3,79,0
Cross.table-byid-clinicalimpressions,3,15,0
Cross.table-byid-clinicalimpressions-json,3,37,0
Cross.table-byid-clinicalimpressions-xml,3,57,0
Cross.table-byid-codesystems,3,14,330
Cross.table-byid-codesystems-json,3,28,345
Cross.table-byid-codesystems-xml,3,43,342
Cross.table-byid-communicationrequests,3,13,0
Cross.table-byid-communicationrequests-json,3,36,0
Cross.table-byid-communicationrequests-xml,3,59,0
Cross.table-byid-communications,3,21,0
Cross.table-byid-communications-json,3,52,0
Cross.table-byid-communications-xml,3,84,0
Cross.table-byid-compartmentdefinitions,3,19,0
Cross.table-byid-compartmentdefinitions-json,3,48,0
Cross.table-byid-compartmentdefinitions-xml,3,81,0
Cross.table-byid-compositions,3,18,0
Cross.table-byid-compositions-json,3,44,0
Cross.table-byid-compositions-xml,3,72,0
Cross.table-byid-conceptmaps,3,10,0
Cross.table-byid-conceptmaps-json,3,26,0
Cross.table-byid-conceptmaps-xml,3,47,0
Cross.table-byid-conditions,3,26,0
Cross.table-byid-conditions-json,3,64,0
Cross.table-byid-conditions-xml,3,95,0
Cross.table-byid-consents,3,25,0
Cross.table-byid-consents-json,3,60,0
Cross.table-byid-consents-xml,3,96,0
Cross.table-byid-contracts,3,21,0
Cross.table-byid-contracts-json,3,52,0
Cross.table-byid-contracts-xml,3,76,0
Cross.table-byid-coverageeligibilityrequests,3,12,0
Cross.table-byid-coverageeligibilityrequests-json,3,30,0
Cross.table-byid-coverageeligibilityrequests-xml,3,49,0
Cross.table-byid-coverageeligibilityresponses,3,19,0
Cross.table-byid-coverageeligibilityresponses-json,3,45,0
Cross.table-byid-coverageeligibilityresponses-xml,3,70,0
Cross.table-byid-coverages,3,11,0
Cross.table-byid-coverages-json,3,37,0
Cross.table-byid-coverages-xml,3,56,0
Cross.table-byid-detectedissues,3,23,0
Cross.table-byid-detectedissues-json,3,60,0
Cross.table-byid-detectedissues-xml,3,93,0
Cross.table-byid-devicedefinitions,3,12,0
Cross.table-byid-devicedefinitions-json,3,33,0
Cross.table-byid-devicedefinitions-xml,3,60,0
Cross.table-byid-devicemetrics,3,12,0
Cross.table-byid-devicemetrics-json,3,29,0
Cross.table-byid-devicemetrics-xml,3,50,0
Cross.table-byid-devicerequests,3,23,0
Cross.table-byid-devicerequests-json,3,44,0
Cross.table-byid-devicerequests-xml,3,68,0
Cross.table-byid-devices,3,11,0
Cross.table-byid-devices-json,3,27,0
Cross.table-byid-devices-xml,3,40,0
Cross.table-byid-deviceusestatements,3,16,0
Cross.table-byid-deviceusestatements-json,3,44,0
Cross.table-byid-deviceusestatements-xml,3,70,0
Cross.table-byid-diagnosticreports,3,22,0
Cross.table-byid-diagnosticreports-json,3,49,0
Cross.table-byid-diagnosticreports-xml,3,80,0
Cross.table-byid-documentmanifests,3,20,0
Cross.table-byid-documentmanifests-json,3,59,0
Cross.table-byid-documentmanifests-xml,3,100,0
Cross.table-byid-documentreferences,3,24,0
Cross.table-byid-documentreferences-json,3,59,0
Cross.table-byid-documentreferences-xml,3,88,0
Cross.table-byid-domainresources,3,19,0
Cross.table-byid-domainresources-json,3,51,0
Cross.table-byid-domainresources-xml,3,85,0
Cross.table-byid-effectevidencesyntheses,3,13,0
Cross.table-byid-effectevidencesyntheses-json,3,32,0
Cross.table-byid-effectevidencesyntheses-xml,3,57,0
Cross.table-byid-encounters,3,19,0
Cross.table-byid-encounters-json,3,46,0
Cross.table-byid-encounters-xml,3,80,0
Cross.table-byid-endpoints,3,28,0
Cross.table-byid-endpoints-json,3,70,0
Cross.table-byid-endpoints-xml,3,110,0
Cross.table-byid-enrollmentrequests,3,27,0
Cross.table-byid-enrollmentrequests-json,3,56,0
Cross.table-byid-enrollmentrequests-xml,3,88,0
Cross.table-byid-enrollmentresponses,3,16,0
Cross.table-byid-enrollmentresponses-json,3,39,0
Cross.table-byid-enrollmentresponses-xml,3,68,0
Cross.table-byid-episodeofcares,3,13,0
Cross.table-byid-episodeofcares-json,3,29,0
Cross.table-byid-episodeofcares-xml,3,72,0
Cross.table-byid-eventdefinitions,3,26,0
Cross.table-byid-eventdefinitions-json,3,63,0
Cross.table-byid-eventdefinitions-xml,3,99,0
Cross.table-byid-evidences,3,19,0
Cross.table-byid-evidences-json,3,47,0
Cross.table-byid-evidences-xml,3,70,0
Cross.table-byid-evidencevariables,3,11,0
Cross.table-byid-evidencevariables-json,3,31,0
Cross.table-byid-evidencevariables-xml,3,53,0
Cross.table-byid-examplescenarios,3,15,0
Cross.table-byid-examplescenarios-json,3,34,0
Cross.table-byid-examplescenarios-xml,3,56,0
Cross.table-byid-explanationofbenefits,3,17,0
Cross.table-byid-explanationofbenefits-json,3,32,0
Cross.table-byid-explanationofbenefits-xml,3,50,0
Cross.table-byid-familymemberhistories,3,17,0
Cross.table-byid-familymemberhistories-json,3,48,0
Cross.table-byid-familymemberhistories-xml,3,83,0
Cross.table-byid-flags,3,41,0
Cross.table-byid-flags-json,3,58,0
Cross.table-byid-flags-xml,3,76,0
Cross.table-byid-goals,3,23,0
Cross.table-byid-goals-json,3,56,0
Cross.table-byid-goals-xml,3,91,0
Cross.table-byid-graphdefinitions,3,23,0
Cross.table-byid-graphdefinitions-json,3,57,0
Cross.table-byid-graphdefinitions-xml,3,80,0
Cross.table-byid-groups,3,28,0
Cross.table-byid-groups-json,3,59,0
Cross.table-byid-groups-xml,3,92,0
Cross.table-byid-guidanceresponses,3,21,0
Cross.table-byid-guidanceresponses-json,3,50,0
Cross.table-byid-guidanceresponses-xml,3,77,0
Cross.table-byid-healthcareservices,3,18,0
Cross.table-byid-healthcareservices-json,3,43,0
Cross.table-byid-healthcareservices-xml,3,67,0
Cross.table-byid-imagingstudies,3,19,0
Cross.table-byid-imagingstudies-json,3,49,0
Cross.table-byid-imagingstudies-xml,3,81,0
Cross.table-byid-immunizationevaluations,3,18,0
Cross.table-byid-immunizationevaluations-json,3,41,0
Cross.table-byid-immunizationevaluations-xml,3,67,0
Cross.table-byid-immunizationrecommendations,3,12,0
Cross.table-byid-immunizationrecommendations-json,3,29,0
Cross.table-byid-immunizationrecommendations-xml,3,45,0
Cross.table-byid-immunizations,3,10,0
Cross.table-byid-immunizations-json,3,28,0
Cross.table-byid-immunizations-xml,3,43,0
Cross.table-byid-implementationguides,3,18,555
Cross.table-byid-implementationguides-json,3,43,570
Cross.table-byid-implementationguides-xml,3,72,567
Cross.table-byid-insuranceplans,3,18,0
Cross.table-byid-insuranceplans-json,3,41,0
Cross.table-byid-insuranceplans-xml,3,68,0
Cross.table-byid-invoices,3,16,0
Cross.table-byid-invoices-json,3,37,0
Cross.table-byid-invoices-xml,3,63,0
Cross.table-byid-libraries,3,25,972
Cross.table-byid-libraries-json,3,60,1017
Cross.table-byid-libraries-xml,3,96,1008
Cross.table-byid-linkages,3,19,0
Cross.table-byid-linkages-json,3,50,0
Cross.table-byid-linkages-xml,3,78,0
Cross.table-byid-lists,3,16,0
Cross.table-byid-lists-json,3,34,0
Cross.table-byid-lists-xml,3,53,0
Cross.table-byid-locations,3,70,0
Cross.table-byid-locations-json,3,93,0
Cross.table-byid-locations-xml,3,118,0
Cross.table-byid-measurereports,3,29,0
Cross.table-byid-measurereports-json,3,53,0
Cross.table-byid-measurereports-xml,3,76,0
Cross.table-byid-measures,3,18,0
Cross.table-byid-measures-json,3,41,0
Cross.table-byid-measures-xml,3,66,0
Cross.table-byid-media,3,15,0
Cross.table-byid-media-json,3,33,0
Cross.table-byid-media-xml,3,52,0
Cross.table-byid-medicationadministrations,3,22,0
Cross.table-byid-medicationadministrations-json,3,53,0
Cross.table-byid-medicationadministrations-xml,3,78,0
Cross.table-byid-medicationdispenses,3,21,0
Cross.table-byid-medicationdispenses-json,3,47,0
Cross.table-byid-medicationdispenses-xml,3,77,0
Cross.table-byid-medicationknowledges,3,23,0
Cross.table-byid-medicationknowledges-json,3,52,0
Cross.table-byid-medicationknowledges-xml,3,82,0
Cross.table-byid-medicationrequests,3,21,0
Cross.table-byid-medicationrequests-json,3,42,0
Cross.table-byid-medicationrequests-xml,3,64,0
Cross.table-byid-medications,3,22,0
Cross.table-byid-medications-json,3,55,0
Cross.table-byid-medications-xml,3,88,0
Cross.table-byid-medicationstatements,3,17,0
Cross.table-byid-medicationstatements-json,3,45,0
Cross.table-byid-medicationstatements-xml,3,73,0
Cross.table-byid-medicinalproductauthorizations,3,26,0
Cross.table-byid-medicinalproductauthorizations-json,3,53,0
Cross.table-byid-medicinalproductauthorizations-xml,3,81,0
Cross.table-byid-medicinalproductcontraindications,3,13,0
Cross.table-byid-medicinalproductcontraindications-json,3,27,0
Cross.table-byid-medicinalproductcontraindications-xml,3,41,0
Cross.table-byid-medicinalproductindications,3,18,0
Cross.table-byid-medicinalproductindications-json,3,46,0
Cross.table-byid-medicinalproductindications-xml,3,73,0
Cross.table-byid-medicinalproductingredients,3,21,0
Cross.table-byid-medicinalproductingredients-json,3,53,0
Cross.table-byid-medicinalproductingredients-xml,3,83,0
Cross.table-byid-medicinalproductinteractions,3,21,0
Cross.table-byid-medicinalproductinteractions-json,3,52,0
Cross.table-byid-medicinalproductinteractions-xml,3,82,0
Cross.table-byid-medicinalproductmanufactureds,3,19,0
Cross.table-byid-medicinalproductmanufactureds-json,3,45,0
Cross.table-byid-medicinalproductmanufactureds-xml,3,69,0
Cross.table-byid-medicinalproductpackageds,3,31,0
Cross.table-byid-medicinalproductpackageds-json,3,70,0
Cross.table-byid-medicinalproductpackageds-xml,3,110,0
Cross.table-byid-medicinalproductpharmaceuticals,3,14,0
Cross.table-byid-medicinalproductpharmaceuticals-json,3,32,0
Cross.table-byid-medicinalproductpharmaceuticals-xml,3,54,0
Cross.table-byid-medicinalproducts,3,14,0
Cross.table-byid-medicinalproducts-json,3,31,0
Cross.table-byid-medicinalproducts-xml,3,46,0
Cross.table-byid-medicinalproductundesirableeffects,3,15,0
Cross.table-byid-medicinalproductundesirableeffects-json,3,34,0
Cross.table-byid-medicinalproductundesirableeffects-xml,3,55,0
Cross.table-byid-messagedefinitions,3,26,0
Cross.table-byid-messagedefinitions-json,3,63,0
Cross.table-byid-messagedefinitions-xml,3,104,0
Cross.table-byid-messageheaders,3,19,0
Cross.table-byid-messageheaders-json,3,57,0
Cross.table-byid-messageheaders-xml,3,88,0
Cross.table-byid-molecularsequences,3,8,0
Cross.table-byid-molecularsequences-json,3,22,0
Cross.table-byid-molecularsequences-xml,3,36,0
Cross.table-byid-namingsystems,3,14,0
Cross.table-byid-namingsystems-json,3,34,0
Cross.table-byid-namingsystems-xml,3,56,0
Cross.table-byid-nutritionorders,3,25,0
Cross.table-byid-nutritionorders-json,3,63,0
Cross.table-byid-nutritionorders-xml,3,107,0
Cross.table-byid-observationdefinitions,3,21,0
Cross.table-byid-observationdefinitions-json,3,47,0
Cross.table-byid-observationdefinitions-xml,3,77,0
Cross.table-byid-observations,3,26,423
Cross.table-byid-observations-json,3,62,438
Cross.table-byid-observations-xml,3,102,435
Cross.table-byid-operationdefinitions,3,12,0
Cross.table-byid-operationdefinitions-json,3,28,0
