Fragment,Count,Time (ms),Size (bytes)
Cross.table-byid-questionnaires-json,3,38,513
Cross.table-byid-questionnaires-xml,3,60,510
Cross.table-byid-relatedpeople,3,14,0
Cross.table-byid-relatedpeople-json,3,35,0
Cross.table-byid-relatedpeople-xml,3,60,0
Cross.table-byid-requestgroups,3,16,0
Cross.table-byid-requestgroups-json,3,40,0
Cross.table-byid-requestgroups-xml,3,66,0
Cross.table-byid-requirements,3,11,0
Cross.table-byid-requirements-json,3,24,0
Cross.table-byid-requirements-xml,3,42,0
Cross.table-byid-researchdefinitions,3,22,0
Cross.table-byid-researchdefinitions-json,3,54,0
Cross.table-byid-researchdefinitions-xml,3,84,0
Cross.table-byid-researchelementdefinitions,3,17,0
Cross.table-byid-researchelementdefinitions-json,3,46,0
Cross.table-byid-researchelementdefinitions-xml,3,76,0
Cross.table-byid-researchstudies,3,11,0
Cross.table-byid-researchstudies-json,3,28,0
Cross.table-byid-researchstudies-xml,3,47,0
Cross.table-byid-researchsubjects,3,20,0
Cross.table-byid-researchsubjects-json,3,48,0
Cross.table-byid-researchsubjects-xml,3,79,0
Cross.table-byid-riskassessments,3,20,0
Cross.table-byid-riskassessments-json,3,46,0
Cross.table-byid-riskassessments-xml,3,72,0
Cross.table-byid-riskevidencesyntheses,3,20,0
Cross.table-byid-riskevidencesyntheses-json,3,52,0
Cross.table-byid-riskevidencesyntheses-xml,3,86,0
Cross.table-byid-schedules,3,18,0
Cross.table-byid-schedules-json,3,41,0
Cross.table-byid-schedules-xml,3,57,0
Cross.table-byid-searchparameters,3,13,0
Cross.table-byid-searchparameters-json,3,33,0
Cross.table-byid-searchparameters-xml,3,53,0
Cross.table-byid-servicerequests,3,18,0
Cross.table-byid-servicerequests-json,3,45,0
Cross.table-byid-servicerequests-xml,3,71,0
Cross.table-byid-slots,3,20,0
Cross.table-byid-slots-json,3,45,0
Cross.table-byid-slots-xml,3,69,0
Cross.table-byid-specimen,3,18,0
Cross.table-byid-specimen-json,3,49,0
Cross.table-byid-specimen-xml,3,76,0
Cross.table-byid-specimendefinitions,3,19,0
Cross.table-byid-specimendefinitions-json,3,50,0
Cross.table-byid-specimendefinitions-xml,3,81,0
Cross.table-byid-structuredefinitions,3,13,2436
Cross.table-byid-structuredefinitions-json,3,28,2511
Cross.table-byid-structuredefinitions-xml,3,43,2496
Cross.table-byid-structuremaps,3,19,0
Cross.table-byid-structuremaps-json,3,47,0
Cross.table-byid-structuremaps-xml,3,73,0
Cross.table-byid-subscriptions,3,18,0
Cross.table-byid-subscriptions-json,3,49,0
Cross.table-byid-subscriptions-xml,3,79,0
Cross.table-byid-subscriptiontopics,3,21,0
Cross.table-byid-subscriptiontopics-json,3,53,0
Cross.table-byid-subscriptiontopics-xml,3,89,0
Cross.table-byid-substancenucleicacids,3,18,0
Cross.table-byid-substancenucleicacids-json,3,40,0
Cross.table-byid-substancenucleicacids-xml,3,71,0
Cross.table-byid-substancepolymers,3,20,0
Cross.table-byid-substancepolymers-json,3,50,0
Cross.table-byid-substancepolymers-xml,3,80,0
Cross.table-byid-substanceproteins,3,17,0
Cross.table-byid-substanceproteins-json,3,38,0
Cross.table-byid-substanceproteins-xml,3,65,0
Cross.table-byid-substancereferenceinformations,3,19,0
Cross.table-byid-substancereferenceinformations-json,3,45,0
Cross.table-byid-substancereferenceinformations-xml,3,70,0
Cross.table-byid-substances,3,19,0
Cross.table-byid-substances-json,3,40,0
Cross.table-byid-substances-xml,3,72,0
Cross.table-byid-substancesourcematerials,3,21,0
Cross.table-byid-substancesourcematerials-json,3,51,0
Cross.table-byid-substancesourcematerials-xml,3,76,0
Cross.table-byid-substancespecifications,3,13,0
Cross.table-byid-substancespecifications-json,3,29,0
Cross.table-byid-substancespecifications-xml,3,48,0
Cross.table-byid-supplydeliveries,3,22,0
Cross.table-byid-supplydeliveries-json,3,59,0
Cross.table-byid-supplydeliveries-xml,3,89,0
Cross.table-byid-supplyrequests,3,13,0
Cross.table-byid-supplyrequests-json,3,37,0
Cross.table-byid-supplyrequests-xml,3,59,0
Cross.table-byid-tasks,3,14,0
Cross.table-byid-tasks-json,3,34,0
Cross.table-byid-tasks-xml,3,56,0
Cross.table-byid-terminologycapabilities,3,20,0
Cross.table-byid-terminologycapabilities-json,3,41,0
Cross.table-byid-terminologycapabilities-xml,3,62,0
Cross.table-byid-testplans,3,15,0
Cross.table-byid-testplans-json,3,39,0
Cross.table-byid-testplans-xml,3,60,0
Cross.table-byid-testreports,3,19,0
Cross.table-byid-testreports-json,3,45,0
Cross.table-byid-testreports-xml,3,77,0
Cross.table-byid-testscripts,3,19,0
Cross.table-byid-testscripts-json,3,46,0
Cross.table-byid-testscripts-xml,3,74,0
Cross.table-byid-valuesets,3,17,831
Cross.table-byid-valuesets-json,3,29,861
Cross.table-byid-valuesets-xml,3,44,855
Cross.table-byid-verificationresults,3,19,0
Cross.table-byid-verificationresults-json,3,48,0
Cross.table-byid-verificationresults-xml,3,79,0
Cross.table-byid-visionprescriptions,3,16,0
Cross.table-byid-visionprescriptions-json,3,40,0
Cross.table-byid-visionprescriptions-xml,3,61,0
Cross.table-capabilitystatements,3,18,0
Cross.table-capabilitystatements-json,3,55,0
Cross.table-capabilitystatements-xml,3,83,0
Cross.table-careplans,3,12,0
Cross.table-careplans-json,3,33,0
Cross.table-careplans-xml,3,53,0
Cross.table-careteams,3,19,0
Cross.table-careteams-json,3,47,0
Cross.table-careteams-xml,3,76,0
Cross.table-catalogentries,3,19,0
Cross.table-catalogentries-json,3,42,0
Cross.table-catalogentries-xml,3,64,0
Cross.table-chargeitemdefinitions,3,10,0
Cross.table-chargeitemdefinitions-json,3,26,0
Cross.table-chargeitemdefinitions-xml,3,44,0
Cross.table-chargeitems,3,19,0
Cross.table-chargeitems-json,3,40,0
Cross.table-chargeitems-xml,3,64,0
Cross.table-claimresponses,3,17,0
Cross.table-claimresponses-json,3,40,0
Cross.table-claimresponses-xml,3,68,0
Cross.table-claims,3,18,0
Cross.table-claims-json,3,48,0
Cross.table-claims-xml,3,80,0
Cross.table-clinicalimpressions,3,19,0
Cross.table-clinicalimpressions-json,3,46,0
Cross.table-clinicalimpressions-xml,3,71,0
Cross.table-codesystems,3,14,330
Cross.table-codesystems-json,3,32,345
Cross.table-codesystems-xml,3,46,342
Cross.table-communicationrequests,3,19,0
Cross.table-communicationrequests-json,3,39,0
Cross.table-communicationrequests-xml,3,66,0
Cross.table-communications,3,16,0
Cross.table-communications-json,3,40,0
Cross.table-communications-xml,3,67,0
Cross.table-compartmentdefinitions,3,19,0
Cross.table-compartmentdefinitions-json,3,46,0
Cross.table-compartmentdefinitions-xml,3,71,0
Cross.table-compositions,3,22,0
Cross.table-compositions-json,3,56,0
Cross.table-compositions-xml,3,81,0
Cross.table-conceptmaps,3,11,0
Cross.table-conceptmaps-json,3,27,0
Cross.table-conceptmaps-xml,3,41,0
Cross.table-conditions,3,19,0
Cross.table-conditions-json,3,51,0
Cross.table-conditions-xml,3,82,0
Cross.table-consents,3,28,0
Cross.table-consents-json,3,65,0
Cross.table-consents-xml,3,107,0
Cross.table-contracts,3,13,0
Cross.table-contracts-json,3,40,0
Cross.table-contracts-xml,3,67,0
Cross.table-coverageeligibilityrequests,3,15,0
Cross.table-coverageeligibilityrequests-json,3,38,0
Cross.table-coverageeligibilityrequests-xml,3,60,0
Cross.table-coverageeligibilityresponses,3,20,0
Cross.table-coverageeligibilityresponses-json,3,43,0
Cross.table-coverageeligibilityresponses-xml,3,64,0
Cross.table-coverages,3,13,0
Cross.table-coverages-json,3,32,0
Cross.table-coverages-xml,3,52,0
Cross.table-detectedissues,3,25,0
Cross.table-detectedissues-json,3,57,0
Cross.table-detectedissues-xml,3,86,0
Cross.table-devicedefinitions,3,12,0
Cross.table-devicedefinitions-json,3,29,0
Cross.table-devicedefinitions-xml,3,49,0
Cross.table-devicemetrics,3,11,0
Cross.table-devicemetrics-json,3,31,0
Cross.table-devicemetrics-xml,3,49,0
Cross.table-devicerequests,3,24,0
Cross.table-devicerequests-json,3,51,0
Cross.table-devicerequests-xml,3,77,0
Cross.table-devices,3,14,0
Cross.table-devices-json,3,33,0
Cross.table-devices-xml,3,53,0
Cross.table-deviceusestatements,3,15,0
Cross.table-deviceusestatements-json,3,39,0
Cross.table-deviceusestatements-xml,3,61,0
Cross.table-diagnosticreports,3,19,0
Cross.table-diagnosticreports-json,3,46,0
Cross.table-diagnosticreports-xml,3,74,0
Cross.table-documentmanifests,3,24,0
Cross.table-documentmanifests-json,3,59,0
Cross.table-documentmanifests-xml,3,95,0
Cross.table-documentreferences,3,22,0
Cross.table-documentreferences-json,3,56,0
Cross.table-documentreferences-xml,3,86,0
Cross.table-domainresources,3,21,0
Cross.table-domainresources-json,3,54,0
Cross.table-domainresources-xml,3,86,0
Cross.table-effectevidencesyntheses,3,12,0
Cross.table-effectevidencesyntheses-json,3,31,0
Cross.table-effectevidencesyntheses-xml,3,54,0
Cross.table-encounters,3,21,0
Cross.table-encounters-json,3,56,0
Cross.table-encounters-xml,3,91,0
Cross.table-endpoints,3,30,0
Cross.table-endpoints-json,3,66,0
Cross.table-endpoints-xml,3,102,0
Cross.table-enrollmentrequests,3,19,0
Cross.table-enrollmentrequests-json,3,57,0
Cross.table-enrollmentrequests-xml,3,97,0
Cross.table-enrollmentresponses,3,18,0
Cross.table-enrollmentresponses-json,3,40,0
Cross.table-enrollmentresponses-xml,3,67,0
Cross.table-episodeofcares,3,15,0
Cross.table-episodeofcares-json,3,38,0
Cross.table-episodeofcares-xml,3,69,0
Cross.table-eventdefinitions,3,21,0
Cross.table-eventdefinitions-json,3,52,0
Cross.table-eventdefinitions-xml,3,85,0
Cross.table-evidences,3,16,0
Cross.table-evidences-json,3,42,0
Cross.table-evidences-xml,3,66,0
Cross.table-evidencevariables,3,11,0
Cross.table-evidencevariables-json,3,29,0
Cross.table-evidencevariables-xml,3,43,0
Cross.table-examplescenarios,3,13,0
Cross.table-examplescenarios-json,3,38,0
Cross.table-examplescenarios-xml,3,60,0
Cross.table-explanationofbenefits,3,12,0
Cross.table-explanationofbenefits-json,3,30,0
Cross.table-explanationofbenefits-xml,3,52,0
Cross.table-extensions,3,14,420
Cross.table-extensions-mm,3,35,729
Cross.table-familymemberhistories,3,16,0
Cross.table-familymemberhistories-json,3,51,0
Cross.table-familymemberhistories-xml,3,78,0
Cross.table-flags,3,14,0
Cross.table-flags-json,3,35,0
Cross.table-flags-xml,3,55,0
Cross.table-goals,3,26,0
Cross.table-goals-json,3,58,0
Cross.table-goals-xml,3,98,0
Cross.table-graphdefinitions,3,24,0
Cross.table-graphdefinitions-json,3,56,0
Cross.table-graphdefinitions-xml,3,94,0
Cross.table-grid-activitydefinitions,3,2,3558
Cross.table-grid-actordefinitions,3,1,3549
Cross.table-grid-capabilitystatements,3,1,3561
Cross.table-grid-chargeitemdefinitions,3,1,3564
Cross.table-grid-codesystems,3,1,5277
Cross.table-grid-compartmentdefinitions,3,2,3567
Cross.table-grid-conceptmaps,3,2,3534
Cross.table-grid-contracts,3,1,3528
Cross.table-grid-devicedefinitions,3,0,3552
Cross.table-grid-devices,3,1,3522
Cross.table-grid-effectevidencesyntheses,3,2,3573
Cross.table-grid-eventdefinitions,3,1,3549
Cross.table-grid-evidences,3,0,3528
Cross.table-grid-evidencevariables,3,0,3552
Cross.table-grid-examplescenarios,3,2,3549
Cross.table-grid-graphdefinitions,3,1,3549
Cross.table-grid-implementationguides,3,4,5478
Cross.table-grid-libraries,3,2,7233
Cross.table-grid-measures,3,2,3525
Cross.table-grid-messagedefinitions,3,1,3555
Cross.table-grid-operationdefinitions,3,0,3561
Cross.table-grid-plandefinitions,3,1,3546
Cross.table-grid-questionnaires,3,2,4788
Cross.table-grid-requirements,3,1,3540
Cross.table-grid-researchdefinitions,3,1,3558
Cross.table-grid-researchelementdefinitions,3,1,3579
Cross.table-grid-riskevidencesyntheses,3,1,3567
Cross.table-grid-searchparameters,3,2,3549
Cross.table-grid-structuredefinitions,3,3,11529
Cross.table-grid-structuremaps,3,1,3540
Cross.table-grid-subscriptiontopics,3,1,3555
Cross.table-grid-terminologycapabilities,3,2,3573
Cross.table-grid-testplans,3,0,3528
Cross.table-grid-testscripts,3,1,3534
Cross.table-grid-valuesets,3,3,6528
Cross.table-groups,3,24,0
Cross.table-groups-json,3,60,0
Cross.table-groups-xml,3,91,0
Cross.table-guidanceresponses,3,22,0
Cross.table-guidanceresponses-json,3,57,0
Cross.table-guidanceresponses-xml,3,88,0
Cross.table-healthcareservices,3,16,0
Cross.table-healthcareservices-json,3,43,0
Cross.table-healthcareservices-xml,3,73,0
Cross.table-imagingstudies,3,18,0
Cross.table-imagingstudies-json,3,46,0
Cross.table-imagingstudies-xml,3,72,0
Cross.table-immunizationevaluations,3,18,0
Cross.table-immunizationevaluations-json,3,45,0
Cross.table-immunizationevaluations-xml,3,67,0
Cross.table-immunizationrecommendations,3,18,0
Cross.table-immunizationrecommendations-json,3,39,0
Cross.table-immunizationrecommendations-xml,3,57,0
Cross.table-immunizations,3,13,0
Cross.table-immunizations-json,3,30,0
Cross.table-immunizations-xml,3,45,0
Cross.table-implementationguides,3,26,555
Cross.table-implementationguides-json,3,58,570
Cross.table-implementationguides-xml,3,87,567
Cross.table-insuranceplans,3,18,0
Cross.table-insuranceplans-json,3,44,0
Cross.table-insuranceplans-xml,3,70,0
Cross.table-invoices,3,17,0
Cross.table-invoices-json,3,39,0
Cross.table-invoices-xml,3,62,0
Cross.table-libraries,3,19,972
Cross.table-libraries-json,3,51,1017
Cross.table-libraries-xml,3,82,1008
Cross.table-linkages,3,16,0
Cross.table-linkages-json,3,42,0
Cross.table-linkages-xml,3,71,0
Cross.table-lists,3,17,0
Cross.table-lists-json,3,38,0
Cross.table-lists-xml,3,59,0
Cross.table-locations,3,18,0
Cross.table-locations-json,3,47,0
Cross.table-locations-xml,3,73,0
Cross.table-logicals,3,13,498
Cross.table-logicals-mm,3,37,807
Cross.table-measurereports,3,17,0
Cross.table-measurereports-json,3,39,0
Cross.table-measurereports-xml,3,75,0
Cross.table-measures,3,23,0
Cross.table-measures-json,3,52,0
Cross.table-measures-xml,3,79,0
Cross.table-media,3,16,0
Cross.table-media-json,3,36,0
Cross.table-media-xml,3,53,0
Cross.table-medicationadministrations,3,21,0
Cross.table-medicationadministrations-json,3,60,0
Cross.table-medicationadministrations-xml,3,85,0
Cross.table-medicationdispenses,3,15,0
Cross.table-medicationdispenses-json,3,38,0
Cross.table-medicationdispenses-xml,3,60,0
Cross.table-medicationknowledges,3,17,0
Cross.table-medicationknowledges-json,3,43,0
Cross.table-medicationknowledges-xml,3,74,0
Cross.table-medicationrequests,3,11,0
Cross.table-medicationrequests-json,3,31,0
Cross.table-medicationrequests-xml,3,51,0
Cross.table-medications,3,20,0
Cross.table-medications-json,3,51,0
Cross.table-medications-xml,3,80,0
Cross.table-medicationstatements,3,15,0
Cross.table-medicationstatements-json,3,39,0
Cross.table-medicationstatements-xml,3,64,0
Cross.table-medicinalproductauthorizations,3,20,0
Cross.table-medicinalproductauthorizations-json,3,48,0
Cross.table-medicinalproductauthorizations-xml,3,77,0
Cross.table-medicinalproductcontraindications,3,12,0
Cross.table-medicinalproductcontraindications-json,3,28,0
Cross.table-medicinalproductcontraindications-xml,3,45,0
Cross.table-medicinalproductindications,3,21,0
Cross.table-medicinalproductindications-json,3,49,0
Cross.table-medicinalproductindications-xml,3,79,0
Cross.table-medicinalproductingredients,3,17,0
Cross.table-medicinalproductingredients-json,3,47,0
Cross.table-medicinalproductingredients-xml,3,72,0
Cross.table-medicinalproductinteractions,3,21,0
Cross.table-medicinalproductinteractions-json,3,73,0
Cross.table-medicinalproductinteractions-xml,3,117,0
Cross.table-medicinalproductmanufactureds,3,20,0
Cross.table-medicinalproductmanufactureds-json,3,49,0
Cross.table-medicinalproductmanufactureds-xml,3,75,0
Cross.table-medicinalproductpackageds,3,27,0
Cross.table-medicinalproductpackageds-json,3,64,0
Cross.table-medicinalproductpackageds-xml,3,99,0
Cross.table-medicinalproductpharmaceuticals,3,13,0
Cross.table-medicinalproductpharmaceuticals-json,3,34,0
Cross.table-medicinalproductpharmaceuticals-xml,3,58,0
Cross.table-medicinalproducts,3,12,0
Cross.table-medicinalproducts-json,3,29,0
Cross.table-medicinalproducts-xml,3,44,0
Cross.table-medicinalproductundesirableeffects,3,16,0
Cross.table-medicinalproductundesirableeffects-json,3,45,0
Cross.table-medicinalproductundesirableeffects-xml,3,70,0
Cross.table-messagedefinitions,3,26,0
Cross.table-messagedefinitions-json,3,62,0
Cross.table-messagedefinitions-xml,3,101,0
Cross.table-messageheaders,3,18,0
Cross.table-messageheaders-json,3,47,0
Cross.table-messageheaders-xml,3,71,0
Cross.table-molecularsequences,3,11,0
Cross.table-molecularsequences-json,3,26,0
Cross.table-molecularsequences-xml,3,40,0
Cross.table-name-accounts,3,25,0
Cross.table-name-accounts-json,3,58,0
Cross.table-name-accounts-xml,3,86,0
Cross.table-name-activitydefinitions,3,16,0
Cross.table-name-activitydefinitions-json,3,39,0
Cross.table-name-activitydefinitions-xml,3,63,0
Cross.table-name-actordefinitions,3,23,324
Cross.table-name-actordefinitions-json,3,101,339
Cross.table-name-actordefinitions-xml,3,131,336
Cross.table-name-adverseevents,3,23,0
Cross.table-name-adverseevents-json,3,56,0
Cross.table-name-adverseevents-xml,3,90,0
Cross.table-name-allergyintolerances,3,13,0
Cross.table-name-allergyintolerances-json,3,26,0
Cross.table-name-allergyintolerances-xml,3,44,0
Cross.table-name-appointmentresponses,3,17,0
Cross.table-name-appointmentresponses-json,3,46,0
Cross.table-name-appointmentresponses-xml,3,78,0
Cross.table-name-appointments,3,26,0
Cross.table-name-appointments-json,3,67,0
Cross.table-name-appointments-xml,3,109,0
Cross.table-name-auditevents,3,23,0
Cross.table-name-auditevents-json,3,49,0
Cross.table-name-auditevents-xml,3,79,0
Cross.table-name-basics,3,17,0
Cross.table-name-basics-json,3,44,0
Cross.table-name-basics-xml,3,74,0
Cross.table-name-binaries,3,23,1092
Cross.table-name-binaries-json,3,51,1137
Cross.table-name-binaries-xml,3,83,1128
Cross.table-name-biologicallyderivedproducts,3,13,0
Cross.table-name-biologicallyderivedproducts-json,3,34,0
Cross.table-name-biologicallyderivedproducts-xml,3,52,0
Cross.table-name-bodystructures,3,20,0
Cross.table-name-bodystructures-json,3,48,0
Cross.table-name-bodystructures-xml,3,77,0
Cross.table-name-bundles,3,24,309
Cross.table-name-bundles-json,3,60,324
Cross.table-name-bundles-xml,3,97,321
Cross.table-name-capabilitystatements,3,18,0
Cross.table-name-capabilitystatements-json,3,49,0
Cross.table-name-capabilitystatements-xml,3,78,0
Cross.table-name-careplans,3,11,0
Cross.table-name-careplans-json,3,25,0
Cross.table-name-careplans-xml,3,36,0
Cross.table-name-careteams,3,19,0
Cross.table-name-careteams-json,3,42,0
Cross.table-name-careteams-xml,3,68,0
Cross.table-name-catalogentries,3,18,0
Cross.table-name-catalogentries-json,3,46,0
Cross.table-name-catalogentries-xml,3,77,0
Cross.table-name-chargeitemdefinitions,3,22,0
Cross.table-name-chargeitemdefinitions-json,3,38,0
Cross.table-name-chargeitemdefinitions-xml,3,56,0
Cross.table-name-chargeitems,3,15,0
Cross.table-name-chargeitems-json,3,39,0
Cross.table-name-chargeitems-xml,3,64,0
Cross.table-name-claimresponses,3,18,0
Cross.table-name-claimresponses-json,3,39,0
Cross.table-name-claimresponses-xml,3,66,0
Cross.table-name-claims,3,21,0
Cross.table-name-claims-json,3,50,0
Cross.table-name-claims-xml,3,76,0
Cross.table-name-clinicalimpressions,3,14,0
Cross.table-name-clinicalimpressions-json,3,38,0
Cross.table-name-clinicalimpressions-xml,3,59,0
Cross.table-name-codesystems,3,12,330
Cross.table-name-codesystems-json,3,29,345
Cross.table-name-codesystems-xml,3,47,342
Cross.table-name-communicationrequests,3,13,0
Cross.table-name-communicationrequests-json,3,41,0
Cross.table-name-communicationrequests-xml,3,71,0
Cross.table-name-communications,3,18,0
Cross.table-name-communications-json,3,43,0
Cross.table-name-communications-xml,3,70,0
Cross.table-name-compartmentdefinitions,3,18,0
Cross.table-name-compartmentdefinitions-json,3,45,0
Cross.table-name-compartmentdefinitions-xml,3,72,0
Cross.table-name-compositions,3,13,0
Cross.table-name-compositions-json,3,40,0
Cross.table-name-compositions-xml,3,68,0
Cross.table-name-conceptmaps,3,11,0
Cross.table-name-conceptmaps-json,3,32,0
Cross.table-name-conceptmaps-xml,3,50,0
Cross.table-name-conditions,3,24,0
Cross.table-name-conditions-json,3,52,0
Cross.table-name-conditions-xml,3,81,0
Cross.table-name-consents,3,23,0
Cross.table-name-consents-json,3,52,0
Cross.table-name-consents-xml,3,86,0
Cross.table-name-contracts,3,17,0
Cross.table-name-contracts-json,3,38,0
Cross.table-name-contracts-xml,3,59,0
Cross.table-name-coverageeligibilityrequests,3,13,0
Cross.table-name-coverageeligibilityrequests-json,3,31,0
Cross.table-name-coverageeligibilityrequests-xml,3,57,0
Cross.table-name-coverageeligibilityresponses,3,17,0
Cross.table-name-coverageeligibilityresponses-json,3,43,0
Cross.table-name-coverageeligibilityresponses-xml,3,70,0
Cross.table-name-coverages,3,10,0
Cross.table-name-coverages-json,3,29,0
Cross.table-name-coverages-xml,3,63,0
Cross.table-name-detectedissues,3,25,0
Cross.table-name-detectedissues-json,3,57,0
Cross.table-name-detectedissues-xml,3,210,0
Cross.table-name-devicedefinitions,3,10,0
Cross.table-name-devicedefinitions-json,3,29,0
Cross.table-name-devicedefinitions-xml,3,47,0
Cross.table-name-devicemetrics,3,12,0
Cross.table-name-devicemetrics-json,3,29,0
Cross.table-name-devicemetrics-xml,3,49,0
Cross.table-name-devicerequests,3,18,0
Cross.table-name-devicerequests-json,3,41,0
Cross.table-name-devicerequests-xml,3,64,0
Cross.table-name-devices,3,9,0
Cross.table-name-devices-json,3,23,0
Cross.table-name-devices-xml,3,44,0
Cross.table-name-deviceusestatements,3,17,0
Cross.table-name-deviceusestatements-json,3,41,0
Cross.table-name-deviceusestatements-xml,3,66,0
Cross.table-name-diagnosticreports,3,18,0
Cross.table-name-diagnosticreports-json,3,39,0
Cross.table-name-diagnosticreports-xml,3,64,0
Cross.table-name-documentmanifests,3,29,0
Cross.table-name-documentmanifests-json,3,63,0
Cross.table-name-documentmanifests-xml,3,93,0
Cross.table-name-documentreferences,3,25,0
Cross.table-name-documentreferences-json,3,60,0
Cross.table-name-documentreferences-xml,3,94,0
Cross.table-name-domainresources,3,20,0
Cross.table-name-domainresources-json,3,51,0
Cross.table-name-domainresources-xml,3,73,0
Cross.table-name-effectevidencesyntheses,3,12,0
Cross.table-name-effectevidencesyntheses-json,3,27,0
Cross.table-name-effectevidencesyntheses-xml,3,42,0
Cross.table-name-encounters,3,22,0
Cross.table-name-encounters-json,3,42,0
Cross.table-name-encounters-xml,3,65,0
Cross.table-name-endpoints,3,26,0
Cross.table-name-endpoints-json,3,62,0
Cross.table-name-endpoints-xml,3,98,0
Cross.table-name-enrollmentrequests,3,25,0
Cross.table-name-enrollmentrequests-json,3,56,0
Cross.table-name-enrollmentrequests-xml,3,91,0
Cross.table-name-enrollmentresponses,3,20,0
Cross.table-name-enrollmentresponses-json,3,49,0
Cross.table-name-enrollmentresponses-xml,3,74,0
Cross.table-name-episodeofcares,3,15,0
Cross.table-name-episodeofcares-json,3,37,0
Cross.table-name-episodeofcares-xml,3,56,0
Cross.table-name-eventdefinitions,3,25,0
Cross.table-name-eventdefinitions-json,3,60,0
Cross.table-name-eventdefinitions-xml,3,99,0
Cross.table-name-evidences,3,23,0
Cross.table-name-evidences-json,3,51,0
Cross.table-name-evidences-xml,3,87,0
Cross.table-name-evidencevariables,3,13,0
Cross.table-name-evidencevariables-json,3,30,0
Cross.table-name-evidencevariables-xml,3,47,0
Cross.table-name-examplescenarios,3,14,0
Cross.table-name-examplescenarios-json,3,34,0
Cross.table-name-examplescenarios-xml,3,59,0
Cross.table-name-explanationofbenefits,3,14,0
Cross.table-name-explanationofbenefits-json,3,40,0
Cross.table-name-explanationofbenefits-xml,3,64,0
Cross.table-name-familymemberhistories,3,19,0
Cross.table-name-familymemberhistories-json,3,56,0
Cross.table-name-familymemberhistories-xml,3,87,0
Cross.table-name-flags,3,12,0
Cross.table-name-flags-json,3,32,0
Cross.table-name-flags-xml,3,49,0
Cross.table-name-goals,3,25,0
Cross.table-name-goals-json,3,60,0
Cross.table-name-goals-xml,3,98,0
Cross.table-name-graphdefinitions,3,20,0
Cross.table-name-graphdefinitions-json,3,52,0
Cross.table-name-graphdefinitions-xml,3,87,0
Cross.table-name-groups,3,22,0
Cross.table-name-groups-json,3,52,0
Cross.table-name-groups-xml,3,76,0
Cross.table-name-guidanceresponses,3,20,0
Cross.table-name-guidanceresponses-json,3,47,0
Cross.table-name-guidanceresponses-xml,3,73,0
Cross.table-name-healthcareservices,3,24,0
Cross.table-name-healthcareservices-json,3,58,0
Cross.table-name-healthcareservices-xml,3,86,0
Cross.table-name-imagingstudies,3,19,0
Cross.table-name-imagingstudies-json,3,52,0
Cross.table-name-imagingstudies-xml,3,81,0
Cross.table-name-immunizationevaluations,3,20,0
Cross.table-name-immunizationevaluations-json,3,42,0
Cross.table-name-immunizationevaluations-xml,3,67,0
Cross.table-name-immunizationrecommendations,3,12,0
Cross.table-name-immunizationrecommendations-json,3,31,0
Cross.table-name-immunizationrecommendations-xml,3,48,0
Cross.table-name-immunizations,3,11,0
Cross.table-name-immunizations-json,3,28,0
Cross.table-name-immunizations-xml,3,48,0
Cross.table-name-implementationguides,3,24,555
Cross.table-name-implementationguides-json,3,50,570
Cross.table-name-implementationguides-xml,3,75,567
Cross.table-name-insuranceplans,3,20,0
Cross.table-name-insuranceplans-json,3,46,0
Cross.table-name-insuranceplans-xml,3,75,0
Cross.table-name-invoices,3,13,0
Cross.table-name-invoices-json,3,27,0
Cross.table-name-invoices-xml,3,43,0
Cross.table-name-libraries,3,32,972
Cross.table-name-libraries-json,3,71,1017
Cross.table-name-libraries-xml,3,102,1008
Cross.table-name-linkages,3,19,0
Cross.table-name-linkages-json,3,44,0
Cross.table-name-linkages-xml,3,70,0
Cross.table-name-lists,3,15,0
Cross.table-name-lists-json,3,31,0
Cross.table-name-lists-xml,3,47,0
Cross.table-name-locations,3,16,0
Cross.table-name-locations-json,3,41,0
Cross.table-name-locations-xml,3,64,0
Cross.table-name-measurereports,3,17,0
Cross.table-name-measurereports-json,3,37,0
Cross.table-name-measurereports-xml,3,59,0
Cross.table-name-measures,3,20,0
Cross.table-name-measures-json,3,53,0
Cross.table-name-measures-xml,3,84,0
Cross.table-name-media,3,10,0
Cross.table-name-media-json,3,25,0
Cross.table-name-media-xml,3,38,0
Cross.table-name-medicationadministrations,3,12,0
Cross.table-name-medicationadministrations-json,3,40,0
Cross.table-name-medicationadministrations-xml,3,62,0
Cross.table-name-medicationdispenses,3,20,0
Cross.table-name-medicationdispenses-json,3,52,0
Cross.table-name-medicationdispenses-xml,3,82,0
Cross.table-name-medicationknowledges,3,15,0
Cross.table-name-medicationknowledges-json,3,36,0
Cross.table-name-medicationknowledges-xml,3,59,0
Cross.table-name-medicationrequests,3,14,0
Cross.table-name-medicationrequests-json,3,35,0
Cross.table-name-medicationrequests-xml,3,54,0
Cross.table-name-medications,3,21,0
Cross.table-name-medications-json,3,49,0
Cross.table-name-medications-xml,3,75,0
Cross.table-name-medicationstatements,3,20,0
Cross.table-name-medicationstatements-json,3,43,0
Cross.table-name-medicationstatements-xml,3,65,0
Cross.table-name-medicinalproductauthorizations,3,18,0
Cross.table-name-medicinalproductauthorizations-json,3,40,0
Cross.table-name-medicinalproductauthorizations-xml,3,67,0
